income,emi,expense,savings,emergency_fund,dependents,loans,insurance,risk
164094,9182,103177,95066,124401,4,3,2,1
108806,12920,32144,120270,133637,0,3,1,0
38799,66777,44510,497229,87919,3,2,2,1
159339,77911,79939,383409,4897,3,4,2,1
60313,29870,126565,124703,160554,2,0,2,1
186572,26379,119396,285818,137662,0,2,0,0
174087,73251,79353,357173,82990,0,2,2,0
38762,37499,148742,217759,17341,4,2,0,1
129581,55197,59849,376863,15852,1,2,2,0
67355,41508,134773,464944,27410,4,1,0,1
33038,9136,23213,208680,108546,2,3,2,0
47747,75974,89763,200280,129132,2,3,0,1
5051,67695,38491,278224,34880,0,1,1,1
85875,66890,98091,33005,65471,3,0,0,1
128670,36308,74079,65524,191538,0,4,1,1
99436,16533,107417,355462,175560,0,4,1,0
156725,56921,103396,13654,133180,3,3,0,1
173754,67799,101724,429799,29295,1,3,2,0
35066,8945,39418,82607,49874,2,1,2,0
177466,49635,123023,361981,17404,4,2,1,1
184431,14694,79549,188302,32799,0,4,0,0
45645,38938,87614,222686,133387,4,3,1,1
17420,18312,31395,302445,46972,1,0,2,1
126373,70780,116458,319247,63620,4,4,2,1
146693,973,68786,104919,37097,3,3,1,1
30346,71980,100417,442369,76942,3,4,0,1
135017,57055,148774,84834,152612,2,0,0,1
51904,52320,41000,95341,2599,4,3,1,1
194927,18,141930,419208,163652,4,0,1,0
63770,54941,47487,144015,102342,1,4,2,1
16394,72158,134660,110599,25280,2,0,2,1
57712,47656,147661,310385,23233,3,1,0,1
119506,61351,101908,450047,51827,4,4,2,1
46003,74216,106629,348787,74684,2,4,1,1
114322,18260,64515,221524,109446,0,0,2,0
172116,49600,97457,179848,102476,4,0,0,1
100716,13102,139677,113917,161327,1,2,0,1
191851,1069,64714,73285,12935,2,3,0,1
164009,18540,83480,310846,78283,1,1,1,0
172979,15221,64781,7087,22789,0,4,1,1
188134,71609,108231,179937,13894,0,0,1,1
38645,21179,20691,129436,45311,0,4,2,0
44313,67857,55900,221141,126861,2,1,0,1
174173,25059,106784,302770,20703,1,0,0,0
139277,34929,21628,103655,6518,3,2,2,1
39311,41876,60333,182370,84192,3,0,0,1
47974,19856,91983,307967,98863,1,2,1,0
108691,40955,58435,417260,11246,2,1,0,0
124247,51901,147378,368699,27678,4,3,2,1
68804,48544,108247,189,11752,0,2,0,1
128056,799,131691,403150,57558,4,4,1,1
96467,43558,113018,153947,11408,4,1,2,1
18601,1135,21913,10101,149703,4,4,2,1
185057,27215,72110,233887,19215,0,3,0,0
146583,19923,10526,1753,157320,0,2,0,1
83277,70377,112345,358255,65402,0,3,1,1
19418,37185,51745,224489,184859,3,3,0,1
188534,37353,121055,466860,119097,1,3,0,0
103598,1238,91610,144121,57193,0,2,1,1
56341,50374,56998,470186,186773,3,3,2,1
163647,19329,117373,215101,104139,2,4,1,1
171243,8262,78831,343367,45643,1,0,1,0
178661,40000,112592,490424,1085,3,0,2,1
195873,61739,127309,369258,172668,4,2,0,0
31825,10913,94269,276476,54895,0,2,1,0
142175,15900,77567,324857,58639,0,4,0,0
108603,78488,102905,494614,2977,2,1,0,1
119465,54431,26756,151836,190984,1,0,2,0
181774,11885,19796,366727,163935,1,1,0,0
58096,71404,74649,270185,40058,4,2,2,1
33223,33575,31661,475191,36432,3,2,2,1
95051,47429,57743,226941,125756,1,0,0,0
7966,3728,142019,471317,81380,2,2,0,0
98005,19439,101742,451436,177857,3,4,1,0
142161,70854,72235,485357,29400,0,3,1,0
153496,20556,103137,412546,134308,0,0,2,0
41640,62293,124124,246921,167760,2,4,0,1
160194,41224,147403,218174,111411,2,3,0,1
91314,59592,96287,119318,130134,0,4,1,1
85754,43968,100938,441839,42129,4,0,1,1
16526,26709,117535,15063,135795,2,2,2,1
181289,68283,33655,489100,143659,3,1,2,0
54151,2203,142216,425915,91663,4,0,1,1
73947,34457,45191,247129,72264,4,0,0,0
168958,972,109219,137693,49738,1,2,2,1
51529,51714,134750,434448,183151,3,4,1,1
69736,30268,145362,448250,30138,2,0,2,0
63175,33329,16677,455026,50357,4,0,0,0
185813,53478,55534,210128,64162,4,4,0,0
198545,16017,51423,41713,74310,2,3,2,1
86863,21200,148260,388377,2808,3,2,2,1
151130,14620,72995,489982,36681,3,0,0,1
47136,36343,127529,280398,61273,3,3,2,1
17926,64264,99527,369531,27563,0,2,1,1
56595,16321,26151,76133,34187,3,3,0,0
32235,67114,139191,374975,121889,1,0,1,1
10277,1780,127101,242521,60750,1,4,2,1
168233,44499,149872,49460,129424,3,4,0,1
174164,71019,72679,65781,8430,4,3,0,1
33604,37869,129261,430587,114639,2,4,0,1
11073,61005,28101,424642,94877,1,3,0,1
96956,71250,125087,381595,92675,2,0,2,1
172055,40309,39715,429631,88260,4,1,2,0
150100,13803,16307,424541,58616,3,4,2,0
151004,15749,18727,186478,17332,2,3,1,0
137475,56971,83042,95195,138663,0,4,0,1
57485,47830,44370,319716,29098,1,4,0,1
54262,6023,30543,453245,102171,1,1,0,0
146035,13796,50972,72613,95384,4,2,0,1
137974,42399,58330,439524,134918,0,0,0,0
156170,49962,98672,298029,21157,4,2,1,1
17578,2251,147493,183276,155663,4,3,1,1
148274,19290,47077,255672,115136,4,0,0,0
65530,64274,128179,27122,29381,3,3,0,1
198050,7088,107354,389872,12822,0,0,1,0
193983,1436,121201,289425,88017,3,0,2,1
157285,62239,143866,452420,163396,4,2,2,0
149090,50790,91120,271994,106759,0,0,0,0
92826,24886,149490,123152,7081,4,2,1,1
23722,17985,146960,462470,120234,3,2,0,1
34346,26691,115578,280130,158918,1,0,1,1
78728,50054,91499,182545,99159,1,4,0,1
20817,53832,103616,449440,137696,3,3,2,1
194748,46815,36093,111030,117385,3,1,1,0
31639,2792,10420,487976,19198,0,3,1,0
26331,16893,28243,15535,194275,2,1,2,1
125295,13346,147845,226073,122580,4,2,0,1
21959,34133,61150,283878,17400,2,1,2,1
172564,30875,14746,220581,123765,1,0,2,0
46835,9133,111345,40533,136476,3,4,0,1
184145,60873,137240,172413,1236,4,1,1,1
19538,11971,109821,476669,38655,0,3,1,1
197361,37410,100982,444518,152775,0,1,2,0
166897,7750,93220,305262,59615,2,1,1,0
193362,15105,111564,180587,47342,0,0,2,1
29967,36023,64288,252868,124939,1,1,2,1
59820,48709,98232,420686,161961,0,4,1,1
87418,55214,144016,24336,38624,4,4,1,1
50420,65671,117596,288591,135105,4,1,2,1
131892,72082,69870,149667,97847,1,1,2,0
76918,42710,13159,333336,66988,3,2,2,0
15219,34536,81632,234561,193958,4,1,2,1
130312,27924,93325,131195,184221,2,4,0,1
195040,40834,27111,72575,110380,3,3,1,0
53106,972,141432,133704,167030,4,2,2,1
154080,77656,60908,138890,30579,2,0,0,0
118204,975,26265,325662,135390,3,1,1,0
120475,43069,114968,373830,76377,3,3,1,1
126359,64927,83170,338294,24866,2,4,2,0
129135,24583,71922,268329,86348,0,4,0,0
177716,36786,105201,468741,83744,4,3,0,1
124641,62703,125042,201637,179508,4,0,0,1
113724,76680,106537,57602,66403,4,3,0,1
5393,61775,55909,315050,97435,2,1,2,1
62557,66199,94752,440475,4574,3,0,1,1
29737,23390,101612,52330,71082,2,0,1,1
26037,40576,106342,242936,89928,0,4,1,1
17803,46002,76761,128574,78579,3,4,1,1
41764,62126,57055,313743,82787,0,0,0,1
180556,38852,23219,370652,90351,1,1,1,0
98391,52380,60400,298402,180029,2,1,0,0
187403,45680,118877,444311,11338,0,3,2,0
25080,13936,20019,237790,198354,1,0,1,0
9486,79864,128411,150184,51697,1,0,0,1
186172,21320,135885,65729,90853,0,2,0,1
130143,57326,87148,281451,60598,1,2,2,0
77131,38377,113412,296695,42926,1,2,2,0
27593,60334,119865,453109,173708,1,3,1,1
137192,16491,53638,170134,5193,0,3,2,0
153259,10040,39949,243072,134599,2,0,1,0
154829,25412,56545,338663,161071,4,0,0,0
72986,76772,126721,8002,75427,3,2,0,1
85800,32632,136718,33743,174458,0,2,0,1
157395,69269,26868,230804,2080,0,4,0,0
68271,77585,134147,15628,125850,1,0,0,1
8477,2202,123846,351554,106753,2,1,2,0
138878,7163,104368,262329,24718,1,2,1,0
23458,16006,86820,366158,158727,2,2,2,1
14102,67107,136328,498217,152625,1,2,0,1
123301,41420,48795,51425,57402,3,3,1,1
100117,46384,88156,429960,88340,0,0,2,0
115363,20407,12355,96429,185805,3,3,0,0
116151,38526,28088,327521,175477,2,4,2,0
56529,52383,49177,116903,39056,1,0,1,1
73590,8977,100568,311111,74072,1,4,0,0
100335,39958,10814,468492,155791,1,1,0,0
150872,75535,96390,223923,105076,1,1,1,0
62899,22601,133355,353594,164364,0,3,1,0
152256,61046,76741,61377,143111,1,0,1,1
28358,56450,19096,47582,155608,3,3,1,1
106494,69484,11287,185582,23902,4,4,0,1
137844,53054,136800,425454,58293,2,2,1,0
19941,15964,36855,451985,121739,0,2,0,1
121853,71255,116378,272496,96421,3,1,0,1
83254,66851,60044,480305,90218,0,0,2,1
36028,47953,67965,234466,69776,3,4,1,1
72982,3346,124773,302661,69678,3,0,0,1
102409,48575,118501,307183,181027,4,1,1,0
20804,45101,88363,107904,44700,0,0,1,1
21127,26049,22473,213317,61836,0,2,2,1
170280,74683,51514,96988,5136,3,4,2,1
199950,45099,100060,13188,111073,4,0,1,1
113763,36397,133651,300226,41430,2,4,1,0
30247,19943,51986,306658,183457,0,3,2,1
75408,43341,119786,266897,1833,0,0,0,0
100977,40024,118853,211670,140707,0,4,1,1
83647,45200,93682,33677,197368,4,0,1,1
5530,9551,38394,42987,180056,0,1,2,1
7781,17330,15257,58642,185321,4,1,1,1
92646,37336,91850,95654,171003,4,0,1,1
70125,67752,127296,125355,192930,2,4,2,1
117696,1929,105153,381666,145316,3,4,2,0
129281,11116,93301,429111,23867,3,0,1,1
70572,65234,93748,142324,85261,3,3,1,1
160346,33577,37648,331798,17910,3,3,0,1
187971,26641,132416,474670,154226,0,1,1,0
19546,41524,11304,122722,112448,4,0,2,1
82354,33617,130045,331642,189896,4,3,0,0
124645,22327,13244,415936,25090,1,0,2,0
121815,1601,121113,312518,136762,1,2,2,0
149776,58933,81101,43856,37256,0,4,2,1
6927,15512,18301,86849,68759,2,2,2,1
159506,30341,117845,408223,99878,4,2,2,1
49791,3255,14944,431042,30497,3,1,2,0
98039,72986,65569,81434,156535,0,4,2,1
57082,54689,86407,79072,64766,1,2,0,1
58509,61970,32357,304498,38570,2,4,0,1
80348,26925,29575,22231,76935,3,4,0,1
195409,50697,21357,460189,156018,0,0,1,0
10566,41576,63318,331694,127059,0,2,2,1
84149,40167,43699,248089,49545,1,2,1,0
117312,41585,140126,235364,7509,4,1,2,1
117385,78764,73305,363229,42851,4,2,0,1
146320,10515,110578,354489,141902,0,0,2,0
150400,12679,31058,388370,46696,2,3,0,0
59971,23306,55693,290383,93366,0,1,0,0
156343,65875,128469,216582,103434,3,4,0,1
97799,56467,83269,111414,70585,1,0,0,1
5638,73245,80679,194006,66760,2,1,2,1
145813,63004,71489,285135,105711,1,1,2,0
62304,15642,85103,369307,118778,1,2,0,0
138206,49409,10184,489139,121529,2,0,0,0
60810,78727,60546,35120,179556,3,4,0,1
191185,53096,20133,137477,161341,2,1,2,0
153157,35702,56479,79384,87957,2,3,0,1
51865,47404,101246,319567,90947,3,0,0,1
108870,30737,64325,169839,172777,2,0,1,0
46815,64997,97787,340387,22743,3,4,2,1
103156,30339,44121,436211,183104,4,4,2,0
181750,20698,106342,83404,47918,2,2,1,1
132422,47511,39046,219368,122618,2,2,1,0
40776,23600,36809,416972,190541,0,1,1,0
147952,57155,126193,87762,106745,4,0,0,1
44211,78930,51417,215730,193899,0,3,1,1
109555,19622,84975,355589,60666,3,2,1,1
70035,32903,148383,443827,97561,0,4,0,0
128731,42898,92790,15227,144832,2,3,0,1
88213,60432,149745,93402,36158,0,4,0,1
92469,54039,14334,359140,27268,4,4,1,0
128761,16285,110539,217975,24136,2,3,1,1
23961,33443,28823,337553,71123,1,4,0,1
163895,54086,17131,214304,25649,3,3,0,0
119163,26469,75179,481154,24236,4,3,0,1
87565,57367,145724,72370,102755,4,4,0,1
120052,2655,115737,492834,178742,0,2,0,0
42471,48762,94624,332744,112092,0,1,0,1
147675,68024,100728,291041,149874,3,2,0,0
193748,12770,83513,430645,125041,1,3,0,0
75509,8436,20086,476492,91054,3,4,2,0
133928,1745,22697,485685,3879,1,3,1,0
171107,18651,85224,375513,76524,1,1,1,0
34076,70123,63462,348128,71035,1,2,2,1
116713,66201,107807,285381,174060,3,1,0,0
95439,7045,84916,56435,98453,0,0,0,1
53022,2736,43724,273584,70716,4,4,1,0
138007,42376,126189,94203,186793,1,2,0,1
107210,36994,40384,307522,107318,3,1,1,0
28652,63295,20270,82804,192702,1,2,1,1
184913,52723,85449,205174,81141,0,0,0,0
121048,60941,97340,336972,157182,1,1,1,0
69578,19121,15493,259830,102181,2,2,0,0
6431,60469,110079,255270,142423,3,3,0,1
158807,15203,13974,235281,102769,3,1,2,0
17636,35070,39123,120973,162884,0,2,2,1
152130,41482,12998,122659,61265,1,0,1,0
89480,7527,114000,134144,143090,4,4,0,1
163554,62513,26219,292592,156192,1,1,1,0
137156,21944,71282,87393,182469,3,2,2,1
92755,59439,41489,23178,79019,4,2,2,1
193791,33573,121466,118292,99747,0,3,1,1
170050,29677,20272,399428,21071,4,4,0,0
153369,51932,38831,250747,118313,2,1,2,0
29914,17178,77258,210493,60563,2,3,0,0
149334,7453,126720,339904,137244,4,1,2,0
77242,11655,57907,271593,24630,2,3,0,0
53339,53235,12512,343126,21912,3,0,0,1
120781,43746,112067,274371,144103,3,0,1,0
115848,67564,130921,358113,122614,1,2,0,0
193823,52492,40364,411577,67949,2,2,1,0
34854,29655,76156,230305,121232,4,2,1,1
137046,12679,37429,280217,70207,0,0,2,0
79453,7784,122529,492178,130229,1,4,1,0
148363,26154,35650,199813,95830,1,0,1,0
186315,68595,91451,236889,112169,2,0,2,0
161865,52204,26767,300796,84244,0,1,0,0
31440,52443,66325,217838,55919,3,3,1,1
146328,54856,50533,361970,98995,1,3,1,0
152525,6251,118744,19507,158978,1,1,2,1
102192,64042,69516,474381,161764,2,0,1,1
17402,9216,41050,95808,50093,2,2,0,0
120455,2438,118686,47431,16760,1,4,1,1
92986,25634,70403,46573,159720,0,4,0,1
196269,21959,24570,297567,80263,3,1,2,0
198878,56963,44341,5597,141316,4,0,0,1
154720,535,58469,499404,195984,1,1,2,0
90017,66561,40192,200229,79941,0,3,2,1
10017,39203,58260,45938,189001,1,0,0,1
106728,53252,24628,385383,143573,3,0,2,0
73348,9402,101861,449172,126121,0,4,1,0
31000,67462,15988,205351,56999,2,0,2,1
189498,58824,123174,229982,60659,0,1,1,1
64938,5149,48079,133556,186546,4,1,1,0
48809,20791,100636,130366,101477,1,1,0,1
179039,53709,126839,199790,123307,2,4,2,1
186828,68388,148721,160074,34723,2,0,1,1
16809,58169,149374,270244,199519,3,3,0,1
10663,44649,57136,246314,106602,0,1,2,1
72762,52445,86438,36392,84267,4,2,2,1
47485,45798,100680,95446,167579,2,0,1,1
160092,57172,107305,144818,194609,2,3,1,1
147624,59491,39000,216711,185025,4,2,1,0
82972,65185,84426,441336,38297,0,3,0,1
46384,76693,42687,195649,60047,4,2,0,1
179798,34623,123219,254398,123089,0,1,0,0
199099,58995,52876,118217,182142,0,1,0,0
30365,29663,114610,103376,83275,3,3,1,1
148686,20734,81622,78267,144413,3,0,2,1
141362,45812,121841,187471,179509,2,3,0,1
86876,48723,45655,245170,186905,0,4,1,0
127660,26013,42862,52448,176680,4,1,0,1
176966,50649,72104,207531,39821,4,2,1,1
17467,11073,17691,439754,130115,2,0,1,1
55650,13829,144158,240681,2590,4,0,0,1
131484,26295,48131,175965,11924,3,1,1,1
10293,53203,77827,440379,143463,2,2,0,1
104345,36389,13352,384287,159244,1,1,1,0
112276,66481,21290,287267,190623,0,0,0,0
157499,2257,77733,139294,156259,0,2,0,1
131682,11004,117178,319744,156587,0,0,0,0
139257,54476,106279,424428,92154,1,1,1,0
92125,37630,84099,484006,128969,1,1,0,0
19772,79991,120990,112315,98053,3,3,2,1
158055,12874,100341,60896,177281,3,4,2,1
164018,1552,83331,136343,80201,3,2,2,1
35267,39140,41748,90139,134909,3,2,0,1
109135,22347,44062,317266,179503,3,1,1,0
43585,45635,39104,475509,14770,2,1,1,1
129011,17957,65178,357299,20828,3,1,1,1
149218,46266,24202,168214,194900,1,0,2,0
83872,35344,146123,442690,75604,0,1,2,0
79383,70417,51182,378954,194661,3,4,1,1
56372,69086,32163,240010,194161,0,3,1,1
37934,55595,36592,237685,23039,3,1,2,1
133383,34018,63158,257061,135630,0,1,0,0
138686,34647,67940,131692,154154,3,3,2,1
159572,53685,133947,326927,100229,2,2,1,0
145702,12003,51444,86184,162679,2,1,0,1
117882,71657,91846,312646,123409,2,3,1,1
80516,44280,18951,8117,25979,3,4,1,1
103902,72964,45677,311974,183608,2,0,1,1
18220,45958,63380,395982,121449,0,2,1,1
165251,18069,131185,35682,187340,2,3,1,1
82818,20110,121269,162304,44273,2,2,1,1
143655,25583,16880,493869,89257,0,0,1,0
8722,20077,90868,250152,127430,0,2,1,1
147511,35902,12598,92297,135124,0,0,1,0
159042,15565,66995,215066,51656,0,4,2,0
113987,14012,67498,330920,123675,2,3,2,0
133236,17916,50376,486356,110713,0,2,2,0
186839,9705,90912,313894,44379,2,1,2,0
192991,60384,140512,313272,132907,3,2,1,1
189697,35963,135007,243244,140251,0,1,2,1
16955,7198,54588,404982,96626,2,3,2,0
184751,5301,77959,8272,132645,3,3,2,1
53555,5176,132082,146236,25379,0,0,1,1
168843,64950,114302,98906,43327,3,4,1,1
36977,6714,116680,339381,145963,3,3,0,0
98052,58639,50912,376886,68446,4,2,0,0
88521,22151,135673,71366,175369,0,3,2,1
190406,68345,132617,158002,59117,2,1,2,1
178697,17801,49566,154229,159435,2,0,1,0
22421,78027,17546,333583,177695,1,1,1,1
39173,55619,93114,369215,138995,1,3,0,1
13316,10556,114554,231059,156554,0,1,1,1
45431,64459,100473,123311,120327,2,0,1,1
45149,12863,113488,160636,22499,3,0,2,1
37132,4533,90096,427625,154059,1,1,1,0
8996,14,11674,431083,57251,2,0,1,0
160154,40131,145282,245152,115663,2,3,1,1
88606,4158,131497,319996,49339,4,4,1,1
86061,60861,28456,317947,65633,3,0,0,1
21092,1132,141024,486532,13068,1,1,1,0
60041,63372,77562,354243,64046,0,2,1,1
21623,49641,22043,66572,195208,2,4,0,1
62061,6122,57346,228394,113993,4,4,1,0
62999,52158,38082,34024,23461,4,0,1,1
175790,12777,149380,43441,113682,1,2,2,1
179504,17658,115065,233651,77027,0,2,2,0
150430,9872,68694,87193,123498,1,3,1,1
21685,11333,126254,142428,40584,2,0,2,1
112107,1943,122319,414237,8348,1,3,1,0
109565,18640,45402,65088,191312,3,3,1,1
165059,52616,140988,141755,192155,0,2,2,1
67661,72307,53452,12857,162373,4,4,0,1
145904,47408,22626,188944,96939,2,0,1,0
158231,24660,66843,125179,165591,1,3,0,1
89271,57223,123487,17673,109619,3,1,2,1
150614,61407,63821,297834,6654,3,0,0,1
32446,48484,54078,376968,4225,2,1,0,1
181559,68676,21721,395803,108878,4,0,1,0
107114,71616,148480,397369,124887,0,0,1,1
139872,66573,36866,263136,23696,2,1,1,0
57838,29400,92277,380836,17565,1,1,2,0
167352,46647,141226,357942,159206,4,2,2,0
142366,9574,45183,179819,66606,2,1,2,0
152378,7807,42143,121952,58414,3,2,0,0
81848,53871,61069,40409,94022,3,1,0,1
197558,1611,136047,31657,18462,0,3,2,1
165135,79397,62788,173595,161356,4,4,2,0
15924,15921,128960,17813,104748,4,2,2,1
138140,39927,115148,30539,11683,2,2,1,1
147189,3665,54390,337028,63887,2,2,2,0
75825,13910,50566,194145,97519,0,1,1,0
186483,69626,119337,15362,13783,2,1,2,1
194640,18773,55640,458093,46969,2,1,0,0
12585,4122,26838,148373,23107,1,3,1,0
71520,17344,67202,362230,14959,0,4,0,0
175678,13550,146774,78563,110164,1,3,2,1
142104,1825,136187,470306,179173,2,4,1,0
166155,8958,123806,270950,32162,4,1,2,1
171849,52971,17739,286743,36827,3,2,2,0
28039,44929,107367,43884,156218,3,2,0,1
167380,13054,89606,369933,52018,2,1,1,0
192937,6861,86340,407195,197905,1,4,1,0
190326,10796,33238,356320,182050,3,1,2,0
74396,4447,30523,457295,195895,1,3,1,0
160790,73002,70977,350469,158207,0,3,2,0
20689,39860,127537,312488,67891,2,0,1,1
171402,60064,37014,34563,146342,1,3,2,1
181026,79317,25120,187884,89825,3,0,1,0
19332,16564,87795,107716,151598,1,1,2,1
26643,63128,52523,488874,70220,0,1,2,1
149199,29404,27401,408644,101958,2,4,1,0
16971,16565,16829,256680,76023,3,1,0,1
86823,38941,121539,472415,9176,1,4,0,0
102368,19689,135670,82045,166460,3,0,1,1
93623,52282,43464,198878,41994,0,4,1,0
128189,25594,128406,211424,105021,0,2,0,1
71652,17540,123483,295900,174498,3,4,0,0
54039,10269,16088,362793,42044,1,4,1,0
42203,16220,118991,32696,46381,0,3,0,1
136148,18946,33471,375442,192603,2,0,1,0
29440,11862,111415,68273,107848,4,2,1,1
188361,7824,130824,7799,85406,3,2,2,1
30147,76637,116210,496879,20914,3,1,1,1
193883,79017,56898,389911,109418,1,2,0,0
5146,40275,119822,232798,2594,2,4,0,1
93197,27571,71797,43937,117618,3,2,2,1
65051,67902,87903,76990,75204,0,4,0,1
42459,7669,94985,166588,193556,4,2,1,1
159405,55611,57941,109903,38875,2,4,2,1
167480,78845,110965,146205,120853,2,3,2,1
58906,11137,39350,266842,130119,4,2,2,0
141942,30736,68084,16211,86665,2,1,1,1
153893,78488,137870,298945,18277,2,2,0,0
87246,27802,132794,200886,184774,4,4,1,1
63812,7826,19201,29048,121471,1,2,1,1
46541,49939,80422,380213,155022,3,2,2,1
46607,31288,122117,345009,14450,2,4,0,1
33794,13091,25161,397374,123612,1,3,1,0
175200,49630,63105,325580,128379,1,0,0,0
97635,69579,24242,98901,125056,4,4,0,1
176139,11231,144400,245900,25261,0,3,2,1
8590,50226,97542,13570,9533,1,2,2,1
118819,76368,44798,170525,22849,4,2,1,1
34030,51134,130398,327873,8164,2,4,2,1
36760,49678,99074,381711,178700,3,2,1,1
51921,61068,33581,95672,21485,1,2,1,1
5093,28370,29750,237092,16472,1,1,1,1
44103,60085,98705,318687,148010,4,2,0,1
175759,71129,36207,49354,168382,0,3,1,1
162873,29230,82706,477158,29968,3,2,2,1
198843,45984,82321,238374,121854,2,3,2,0
73972,21432,75896,241285,174008,3,3,1,0
107995,26165,34346,251731,3514,1,1,1,0
116761,27955,68308,372659,189086,4,3,2,0
77031,59596,142785,20428,62160,3,1,1,1
99764,42077,36730,376226,72981,1,2,1,0
164941,31076,136283,287238,157889,3,0,1,0
126432,50193,145787,392838,34162,2,4,1,0
131652,38458,114122,98538,134212,1,0,0,1
157935,71626,21377,345175,191595,3,4,2,0
108429,72126,143993,393048,70270,0,4,2,1
148166,65264,19028,240125,146504,3,3,0,0
10312,25973,112126,448521,160045,3,1,0,1
104379,14063,104306,223824,93196,1,4,2,0
77964,51205,12420,346592,89897,0,2,2,1
111716,49089,86992,361403,116185,0,2,1,0
148747,60049,50213,421327,4284,1,3,2,0
169599,30936,97081,53441,185670,4,0,2,1
17651,1665,16918,285151,25035,0,2,1,0
119049,22211,36866,237012,7344,1,0,2,0
112879,10327,37608,421501,88534,1,2,1,0
23007,25257,95054,29784,169660,2,0,1,1
63543,19207,21817,317402,193654,0,3,1,0
70199,64948,67782,80759,61599,3,3,1,1
189905,32992,11573,259789,8577,0,4,0,0
10217,60178,95062,358950,157481,0,1,1,1
72035,9669,31629,353426,192535,0,1,0,0
85977,12735,56051,386966,52693,0,4,2,0
121412,43232,63214,499367,69817,1,0,0,0
154656,32308,123084,290477,167021,1,3,2,0
44288,78588,125784,176339,32175,3,2,2,1
195794,65298,23805,216206,171589,4,1,1,0
115415,23148,15834,42680,128802,3,2,1,0
110908,76493,116035,444764,159412,2,0,2,1
98779,67797,21809,148768,130306,1,3,1,1
199080,52488,66632,381991,66533,3,1,2,1
14275,19965,107955,114178,166926,0,1,2,1
69746,39935,42784,424817,39865,1,0,2,0
22830,16205,52425,208567,77355,3,0,1,1
52405,5391,25091,292381,113268,1,1,0,0
176754,49634,36968,185905,171277,3,1,1,0
33285,52513,25430,251707,140105,0,2,1,1
126946,31188,65134,314801,36088,3,0,2,1
137667,32624,77824,367293,171503,3,0,2,0
65690,77838,118484,393423,1083,4,2,0,1
195373,62233,99468,188848,51588,4,1,2,1
185357,28788,145091,75018,46873,4,1,1,1
195642,75923,104672,476111,47672,1,4,1,0
72863,18930,59987,100787,128215,3,0,2,1
113406,7304,145121,277091,9495,3,0,0,1
49544,30706,110770,427209,14987,1,1,1,1
87071,32640,85997,12366,29895,1,2,1,1
117616,64399,16356,416445,85380,4,3,2,0
93198,61850,44261,189551,181772,0,0,0,1
84833,27011,103593,118339,149519,4,3,1,1
118570,64583,73056,81468,122897,1,1,0,1
6355,58936,57266,185626,189287,2,0,0,1
81844,969,108896,262398,141378,4,2,1,0
154295,71441,77967,466508,50117,1,4,0,0
160397,12326,22911,160152,22635,3,3,1,1
164012,48604,84332,311263,82888,4,4,2,1
117271,67345,50875,333185,70793,3,1,2,0
178861,65997,38460,48500,199841,1,3,0,1
10202,65327,89258,130388,111302,0,1,0,1
65064,22413,92341,478885,179971,3,1,1,0
106154,1378,147575,105461,173846,0,0,1,1
140886,58335,33763,141072,134346,4,0,0,0
115249,64940,102916,486720,140723,3,4,1,0
45834,3553,111290,482332,193209,0,2,0,0
84428,8689,38063,319342,1363,3,3,2,1
88184,12540,55991,333019,158681,0,1,0,0
21877,18405,126435,310773,46233,2,0,0,1
159583,5022,53239,202763,128185,0,3,1,0
64269,58398,71895,332034,97383,4,0,0,1
158525,74374,104852,77080,196062,2,1,1,1
68131,76015,72456,339003,154161,4,4,2,1
66396,3877,118407,84256,31818,4,3,0,1
184252,49421,36620,383382,60539,3,3,1,0
32488,78747,31169,292517,32669,2,0,0,1
59235,34229,96854,15405,113307,0,3,0,1
